Date,Day,Week,ID,Treat,Drought,Fungus,Photo,Cond,Trans,Fluor,Disease,Death Day (10 wk).  N/A = did not die
11-Nov-16,7,1,19,W-,W,-,4.203784824,0.077590197,1.658246086,,0,N/A
11-Nov-16,7,1,20,D+,D,+,0,0.01625279,0.38809356,,2,25
11-Nov-16,7,1,21,D-,D,-,8.736857792,0.175128254,3.429623248,,0,N/A
11-Nov-16,7,1,22,W-,W,-,2.651438833,0.036605188,0.866427779,,0,N/A
11-Nov-16,7,1,23,D+,D,+,10.86822286,0.269190249,4.208652085,,0.5,34
11-Nov-16,7,1,24,D-,D,-,9.113194357,0.212557421,3.751515452,,0,N/A
11-Nov-16,7,1,25,D-,D,-,9.394509873,0.202763805,4.01655436,,0,66
18-Nov-16,14,2,1,D+,D,+,7.46473127,0.09333719,2.222726364,0.846,0,70
18-Nov-16,14,2,2,W-,W,-,10.17016025,0.197989295,3.838740306,0.852,0,N/A
18-Nov-16,14,2,3,W-,W,-,7.606240101,0.105237878,2.504920136,0.835,0,N/A
18-Nov-16,14,2,4,W+,W,+,2.850155779,0.045235424,1.066133738,0.812,2.5,38
18-Nov-16,14,2,5,D+,D,+,0,0.004936008,0.133121795,0.5495,6,17
18-Nov-16,14,2,6,W+,W,+,7.632595859,0.126021341,2.682799705,0.851,0,N/A
18-Nov-16,14,2,7,D+,D,+,7.268134848,0.148717355,3.012695513,0.842,0,44
18-Nov-16,14,2,8,D-,D,-,9.141917942,0.154861345,3.476642625,0.818,1,77
18-Nov-16,14,2,9,W+,W,+,5.01516686,0.058984945,1.573747424,0.841,0.5,66
18-Nov-16,14,2,10,D-,D,-,8.042197827,0.133562328,3.026553354,0.835,1.5,N/A
18-Nov-16,14,2,11,D-,D,-,6.183069075,0.106978994,2.596516939,0.85,1.5,70
18-Nov-16,14,2,12,W+,W,+,1.130456726,0.02304932,0.643651807,0.797,1,38
18-Nov-16,14,2,13,W+,W,+,6.95923151,0.102680533,2.397916079,0.814,0.5,57
18-Nov-16,14,2,14,W-,W,-,11.2464592,0.215656669,4.031875968,0.841,0,N/A
18-Nov-16,14,2,15,D-,D,-,10.486567,0.185648722,3.716156115,0.837,0,N/A
18-Nov-16,14,2,16,W+,W,+,8.855315302,0.254450617,4.514046964,0.805,0,46
18-Nov-16,14,2,17,D+,D,+,9.533632955,0.21412982,4.326595736,0.824,0.5,70
18-Nov-16,14,2,18,D+,D,+,0.953498296,0.039982307,0.971724491,0.795,3.5,34
18-Nov-16,14,2,20,D+,D,+,2.176420637,0.031348645,0.758572871,0.642,4.5,25
18-Nov-16,14,2,21,D-,D,-,7.446234982,0.181486664,3.666732517,0.806,0,N/A
18-Nov-16,14,2,22,W-,W,-,5.101257998,0.060080249,1.521400299,0.832,0.5,N/A
18-Nov-16,14,2,23,D+,D,+,9.582325622,0.269825186,4.849097048,0.843,0,34
18-Nov-16,14,2,24,D-,D,-,6.922208139,0.179461707,3.637926179,0.847,1,N/A
18-Nov-16,14,2,25,D-,D,-,9.831496774,0.164867637,3.622208557,0.829,0,66
25-Nov-16,21,3,1,D+,D,+,7.880353876,0.109148461,2.23565769,0.821,0.5,63
25-Nov-16,21,3,2,W-,W,-,9.277743087,0.226030869,3.903938438,0.847,0,N/A
25-Nov-16,21,3,3,W-,W,-,8.579261173,0.13165436,2.624969482,0.819,0,N/A
25-Nov-16,21,3,4,W+,W,+,0,0.010587875,0.25945164,0.7725,3.5,38
25-Nov-16,21,3,5,D+,D,+,0,0.011424284,0.287255314,0.035,6,17
25-Nov-16,21,3,6,W+,W,+,9.017823153,0.196765712,3.521146255,0.844,1,N/A
25-Nov-16,21,3,7,D+,D,+,6.196355243,0.064078182,1.466804582,0.818,0.5,44
25-Nov-16,21,3,8,D-,D,-,6.035397096,0.097488546,2.060481361,0.829,1,77
25-Nov-16,21,3,9,W+,W,+,5.368747931,0.075796252,1.741401006,0.834,1,66
25-Nov-16,21,3,10,D-,D,-,6.840381118,0.098974552,2.046737519,0.821,0.75,N/A
25-Nov-16,21,3,11,D-,D,-,5.662632436,0.083368508,1.736135814,0.84,1,70
25-Nov-16,21,3,12,W+,W,+,0.769247202,0.026748977,0.674336837,0.783,3,38
25-Nov-16,21,3,13,W+,W,+,5.569447054,0.132305711,2.724394634,0.824,1,57
25-Nov-16,21,3,14,W-,W,-,8.550806414,0.199928794,3.474727151,0.842,0,N/A
25-Nov-16,21,3,15,D-,D,-,11.25384105,0.21362464,3.552300508,0.851,0,N/A
25-Nov-16,21,3,16,W+,W,+,7.80126136,0.190215505,3.376729297,0.835,0,46
25-Nov-16,21,3,17,D+,D,+,7.253133783,0.086054276,1.700089045,0.81,0.25,47
25-Nov-16,21,3,18,D+,D,+,0.474677851,0.022201844,0.536739494,0.78,4,34
25-Nov-16,21,3,19,W-,W,-,1.412014027,0.032974091,0.78556621,0.816,1,N/A
25-Nov-16,21,3,20,D+,D,+,0,0.014713162,0.332710791,0.763,5.25,25
25-Nov-16,21,3,21,D-,D,-,6.758515282,0.113609247,2.275355945,0.804,0,N/A
25-Nov-16,21,3,22,W-,W,-,6.696152715,0.101869213,2.120989433,0.831,1,N/A
25-Nov-16,21,3,23,D+,D,+,9.597849082,0.134732777,2.71561914,0.83,2,34
25-Nov-16,21,3,24,D-,D,-,6.645991355,0.198180236,3.07374136,0.851,1,N/A
25-Nov-16,21,3,25,D-,D,-,5.039833053,0.055485943,1.227361238,0.83,0.5,66
2-Dec-16,28,4,1,D+,D,+,6.639297977,0.091453343,2.097374205,0.844,0,63
2-Dec-16,28,4,2,W-,W,-,10.42600716,0.215245684,3.940168042,0.829,0,N/A
2-Dec-16,28,4,3,W-,W,-,6.464480864,0.204133971,3.976802669,0.827,0,N/A
2-Dec-16,28,4,4,W+,W,+,0.293833079,0.008769616,0.241525477,0.6985,5,38
2-Dec-16,28,4,5,D+,D,+,0,0,0,0,6,17
2-Dec-16,28,4,6,W+,W,+,11.22970274,0.256666212,4.264523716,0.844,0.5,N/A
2-Dec-16,28,4,7,D+,D,+,0,0.006407417,0.180751244,0.5035,0,44
2-Dec-16,28,4,8,D-,D,-,3.459669411,0.034768913,0.94635678,0.832,1,77
2-Dec-16,28,4,9,W+,W,+,7.661967613,0.088383407,1.784920087,0.83,1,66
2-Dec-16,28,4,10,D-,D,-,2.772429926,0.025960842,0.676052844,0.798,0,N/A
2-Dec-16,28,4,11,D-,D,-,0.939044541,0.0188929,0.534879833,0.829,1,70
2-Dec-16,28,4,12,W+,W,+,0.090216063,0.008125076,0.216115157,0.7755,4.5,38
2-Dec-16,28,4,13,W+,W,+,4.372364997,0.08476817,1.851090875,0.824,1.5,57
2-Dec-16,28,4,14,W-,W,-,10.21099176,0.201471212,3.620302058,0.825,0,N/A
2-Dec-16,28,4,15,D-,D,-,8.708238063,0.200698072,3.775493503,0.852,0,N/A
2-Dec-16,28,4,16,W+,W,+,7.69525829,0.134289961,2.722349183,0.811,0,46
2-Dec-16,28,4,17,D+,D,+,4.886950887,0.046623446,1.163148468,0.843,1.5,47
2-Dec-16,28,4,18,D+,D,+,0,0.008225854,0.228700143,0.555,5.5,34
2-Dec-16,28,4,19,W-,W,-,1.438436203,0.034695216,0.885089699,0.811,1,N/A
2-Dec-16,28,4,20,D+,D,+,0,0,0,0,6,25
2-Dec-16,28,4,21,D-,D,-,2.204603434,0.020399901,0.528493945,0.801,0,N/A
2-Dec-16,28,4,22,W-,W,-,7.860475985,0.11224972,2.505875471,0.834,0,N/A
2-Dec-16,28,4,23,D+,D,+,0,0.009551789,0.248786542,0.834,4,34
2-Dec-16,28,4,24,D-,D,-,6.923018232,0.201033335,3.599739892,0.84,1,N/A
2-Dec-16,28,4,25,D-,D,-,0.623045515,0.013832161,0.385291669,0.763,0,66
8-Dec-16,34,5,1,D+,D,+,8.850242786,0.170796092,2.966298618,0.847,0,63
8-Dec-16,34,5,2,W-,W,-,9.327391762,0.241712791,3.686240556,0.849,0,N/A
8-Dec-16,34,5,3,W-,W,-,6.60587251,0.186795671,3.335136076,0.846,0.5,N/A
8-Dec-16,34,5,4,W+,W,+,0,0.022361797,0.549028518,0.653,6,38
8-Dec-16,34,5,5,D+,D,+,0,0,0,0,6,17
8-Dec-16,34,5,6,W+,W,+,10.47351414,0.225000104,3.884662295,0.845,0.5,N/A
8-Dec-16,34,5,7,D+,D,+,0.969054122,0.019449068,0.429489863,0.806,4,44
8-Dec-16,34,5,8,D-,D,-,3.383811413,0.049851104,1.102003708,0.791,2,77
8-Dec-16,34,5,9,W+,W,+,4.308491669,0.057626347,1.265762914,0.839,1,66
8-Dec-16,34,5,10,D-,D,-,0.841652269,0.020228018,0.474972541,0.813,2,N/A
8-Dec-16,34,5,11,D-,D,-,0,0.009515988,0.227889682,0.615,2,70
8-Dec-16,34,5,12,W+,W,+,0,0.0141006,0.302601696,0,5.5,38
8-Dec-16,34,5,13,W+,W,+,4.239367471,0.065992105,1.43572845,0.832,1,57
8-Dec-16,34,5,14,W-,W,-,7.285727287,0.209036744,3.258197694,0.848,0,N/A
8-Dec-16,34,5,15,D-,D,-,11.34213218,0.210918433,3.637985399,0.821,0,N/A
8-Dec-16,34,5,16,W+,W,+,0.073996345,0.012526218,0.307346648,0.327,1,46
8-Dec-16,34,5,17,D+,D,+,1.079521592,0.018566021,0.447322517,0.806,2.5,47
8-Dec-16,34,5,18,D+,D,+,0.906155593,0.027907112,0.68253952,0,6,34
8-Dec-16,34,5,19,W-,W,-,1.934300185,0.043070933,1.045260193,0.83,1,N/A
8-Dec-16,34,5,20,D+,D,+,0,0,0,0,6,25
8-Dec-16,34,5,21,D-,D,-,5.776122065,0.080264243,1.766952804,0.827,0,N/A
8-Dec-16,34,5,22,W-,W,-,3.983714203,0.071963227,1.535562614,0.841,0,N/A
8-Dec-16,34,5,23,D+,D,+,0,0.01339431,0.282375155,0,6,34
8-Dec-16,34,5,24,D-,D,-,4.159083278,0.105925628,1.865899372,0.849,1.5,N/A
8-Dec-16,34,5,25,D-,D,-,0.107036818,0.016345356,0.442274322,0.416,0,66
15-Dec-16,41,6,1,D+,D,+,5.694032641,0.121099941,2.338601192,0.835,0,63
15-Dec-16,41,6,2,W-,W,-,5.736095973,0.240082065,3.805186268,0.848,0,N/A
15-Dec-16,41,6,3,W-,W,-,5.434454241,0.207936841,3.687801992,0.849,0.5,N/A
15-Dec-16,41,6,4,W+,W,+,0,0,0,0,6,38
15-Dec-16,41,6,5,D+,D,+,0,0,0,0,6,17
15-Dec-16,41,6,6,W+,W,+,6.072540547,0.224766321,3.622857355,0.85,0.5,N/A
15-Dec-16,41,6,7,D+,D,+,0,0.033116862,0.633495261,0.745,4,44
15-Dec-16,41,6,8,D-,D,-,0.937305838,0.026852705,0.559936651,0.832,2,77
15-Dec-16,41,6,9,W+,W,+,5.38438167,0.099082257,2.07943471,0.848,1,66
15-Dec-16,41,6,10,D-,D,-,1.637625143,0.032708331,0.757022949,0.813,2,N/A
15-Dec-16,41,6,11,D-,D,-,3.39690668,0.081026673,1.681836886,0.768,2,70
15-Dec-16,41,6,12,W+,W,+,0,0,0,0,6,38
15-Dec-16,41,6,13,W+,W,+,2.894009434,0.05333952,1.293979005,0.833,1,57
15-Dec-16,41,6,14,W-,W,-,5.760375054,0.196684843,3.302804277,0.842,0,N/A
15-Dec-16,41,6,15,D-,D,-,6.094812905,0.149563744,2.655862933,0.835,0,N/A
15-Dec-16,41,6,16,W+,W,+,0,0.011846945,0.245985855,0.843,1,46
15-Dec-16,41,6,17,D+,D,+,3.607758924,0.0666346,1.239017366,0.719,2.5,47
15-Dec-16,41,6,18,D+,D,+,0,0,0,0,6,34
15-Dec-16,41,6,19,W-,W,-,1.768717014,0.044531876,1.023905303,0.843,1,N/A
15-Dec-16,41,6,20,D+,D,+,0,0,0,0,6,25
15-Dec-16,41,6,21,D-,D,-,3.283668544,0.053628036,1.225379886,0.777,0,N/A
15-Dec-16,41,6,22,W-,W,-,4.796123571,0.1039477,2.042902325,0.834,0,N/A
15-Dec-16,41,6,23,D+,D,+,0,0.054925385,1.041895197,0,6,34
15-Dec-16,41,6,24,D-,D,-,4.705760956,0.184950398,3.025202175,0.845,1.5,N/A
15-Dec-16,41,6,25,D-,D,-,0,0.044541229,0.915142473,0.363,0,66
20-Dec-16,46,7,1,D+,D,+,6.099735844,0.060147952,1.368679403,,0,63
20-Dec-16,46,7,2,W-,W,-,10.51378032,0.199027012,3.434860408,,0,N/A
20-Dec-16,46,7,3,W-,W,-,5.910456068,0.135863844,2.722248537,,0.5,N/A
20-Dec-16,46,7,4,W+,W,+,0,0,0,,6,38
20-Dec-16,46,7,5,D+,D,+,0,0,0,,6,17
20-Dec-16,46,7,6,W+,W,+,8.780092839,0.140240432,3.294715262,,0.5,N/A
20-Dec-16,46,7,7,D+,D,+,0,0,0,,6,44
20-Dec-16,46,7,8,D-,D,-,0.988578232,0.013056541,0.334863151,,2.5,77
20-Dec-16,46,7,9,W+,W,+,3.848796789,0.031803392,0.765886029,,1,66
20-Dec-16,46,7,10,D-,D,-,2.406696099,0.020993569,0.530461326,,1.5,N/A
20-Dec-16,46,7,11,D-,D,-,0.61112121,0.012189133,0.271426452,,2.5,70
20-Dec-16,46,7,12,W+,W,+,0,0,0,,6,38
20-Dec-16,46,7,13,W+,W,+,0,0.004343925,0.106986044,,1,57
20-Dec-16,46,7,14,W-,W,-,9.592071335,0.205018717,3.732344907,,0,N/A
20-Dec-16,46,7,15,D-,D,-,5.279475174,0.040069823,1.290385669,,0,N/A
20-Dec-16,46,7,16,W+,W,+,0,0,0,,6,46
20-Dec-16,46,7,17,D+,D,+,2.094180271,0.027401054,0.673855467,,2,47
20-Dec-16,46,7,18,D+,D,+,0,0,0,,6,34
20-Dec-16,46,7,19,W-,W,-,6.717682279,0.107182608,2.534701083,,1,N/A
20-Dec-16,46,7,20,D+,D,+,0,0,0,,6,25
20-Dec-16,46,7,21,D-,D,-,3.344974825,0.035851909,0.881921112,,0,N/A
20-Dec-16,46,7,22,W-,W,-,5.174965681,0.072304417,1.390563654,,0,N/A
20-Dec-16,46,7,23,D+,D,+,0,0,0,,6,34
20-Dec-16,46,7,24,D-,D,-,9.286900994,0.142293136,3.948993005,,1.5,N/A
20-Dec-16,46,7,25,D-,D,-,0,0,0,,5.5,66
5-Jan-17,62,8,1,D+,D,+,0.096257029,0.009085121,0.212859117,0.775,1.5,63
5-Jan-17,62,8,2,W-,W,-,8.621895577,0.140980929,2.723474614,0.841,0,N/A
5-Jan-17,62,8,3,W-,W,-,7.170536982,0.171810184,2.798781845,0.843,0.5,N/A
5-Jan-17,62,8,4,W+,W,+,0,0,0,0,6,38
5-Jan-17,62,8,5,D+,D,+,0,0,0,0,6,17
5-Jan-17,62,8,6,W+,W,+,9.901724021,0.205965596,3.41572924,0.85,1.25,N/A
5-Jan-17,62,8,7,D+,D,+,0,0,0,0,6,44
5-Jan-17,62,8,8,D-,D,-,0.42681258,0.013091236,0.329547628,0.669,3,77
5-Jan-17,62,8,9,W+,W,+,0,0.012854835,0.272458258,0,6,66
5-Jan-17,62,8,10,D-,D,-,0.079283444,0.016974644,0.396303568,0.66,2,N/A
5-Jan-17,62,8,11,D-,D,-,0.136150104,0.005532293,0.124134418,0.59,4,70
5-Jan-17,62,8,12,W+,W,+,0,0,0,0,6,38
5-Jan-17,62,8,13,W+,W,+,0,0,0,0,6,57
5-Jan-17,62,8,14,W-,W,-,6.951313835,0.124987172,2.319508388,0.861,0,N/A
5-Jan-17,62,8,15,D-,D,-,2.132884506,0.020456601,0.455476324,0.792,0,N/A
5-Jan-17,62,8,16,W+,W,+,0,0,0,0,6,46
5-Jan-17,62,8,17,D+,D,+,0,0.00657169,0.166062549,0.548,5,47
5-Jan-17,62,8,18,D+,D,+,0,0,0,0,6,34
5-Jan-17,62,8,19,W-,W,-,5.190778394,0.093626488,1.638652082,0.849,1,N/A
5-Jan-17,62,8,20,D+,D,+,0,0,0,0,6,25
5-Jan-17,62,8,21,D-,D,-,1.361245371,0.017530207,0.427729561,0.834,1.5,N/A
5-Jan-17,62,8,22,W-,W,-,5.252558707,0.069178664,1.448899861,0.845,0,N/A
5-Jan-17,62,8,23,D+,D,+,0,0,0,0,6,34
5-Jan-17,62,8,24,D-,D,-,7.358022377,0.145183518,2.795653803,0.843,1.5,N/A
5-Jan-17,62,8,25,D-,D,-,0,0,0,0.355,6,66
13-Jan-17,70,9,1,D+,D,+,0.059917292,0.003623911,0.093278517,0.074,6,63
13-Jan-17,70,9,2,W-,W,-,10.00418555,0.162953334,3.236342856,0.84,0,N/A
13-Jan-17,70,9,3,W-,W,-,7.489997768,0.157935445,2.880636519,0.828,0,N/A
13-Jan-17,70,9,4,W+,W,+,0,0,0,0,6,38
13-Jan-17,70,9,5,D+,D,+,0,0,0,0,6,17
13-Jan-17,70,9,6,W+,W,+,11.7602724,0.218160563,3.801044403,0.852,0,N/A
13-Jan-17,70,9,7,D+,D,+,0,0,0,0,6,44
13-Jan-17,70,9,8,D-,D,-,0,0.009338694,0.255139545,0.338,5,77
13-Jan-17,70,9,9,W+,W,+,0.019043231,0.005170795,0.105848608,0,6,66
13-Jan-17,70,9,10,D-,D,-,0,0.002565375,0.059711659,0,5.5,N/A
13-Jan-17,70,9,11,D-,D,-,0,0,0,0,6,70
13-Jan-17,70,9,12,W+,W,+,0,0,0,0,6,38
13-Jan-17,70,9,13,W+,W,+,0,0,0,0,6,57
13-Jan-17,70,9,14,W-,W,-,8.633446843,0.14785975,2.970733915,0.843,0,N/A
13-Jan-17,70,9,15,D-,D,-,0.203144528,0.006092545,0.156118883,0.734,0,N/A
13-Jan-17,70,9,16,W+,W,+,0,0,0,0,6,46
13-Jan-17,70,9,17,D+,D,+,0.100341228,0.008782113,0.208501665,0,6,47
13-Jan-17,70,9,18,D+,D,+,0,0,0,0,6,34
13-Jan-17,70,9,19,W-,W,-,2.897132828,0.046468564,1.101210502,0.844,0.5,N/A
13-Jan-17,70,9,20,D+,D,+,0,0,0,0,6,25
13-Jan-17,70,9,21,D-,D,-,0.033326049,0.004284254,0.106364342,0.556,1,N/A
13-Jan-17,70,9,22,W-,W,-,6.283584986,0.071679308,1.529091635,0.804,0,N/A
13-Jan-17,70,9,23,D+,D,+,0,0,0,0,6,34
13-Jan-17,70,9,24,D-,D,-,7.51135252,0.101206608,2.218087112,0.822,1,N/A
13-Jan-17,70,9,25,D-,D,-,0,0,0,0.06,6,66
20-Jan-17,77,10,1,D+,D,+,0,0,0,0,6,63
20-Jan-17,77,10,2,W-,W,-,7.481942068,0.16205787,2.861216908,0.86,0,N/A
20-Jan-17,77,10,3,W-,W,-,5.437268839,0.15854929,3.151756998,0.843,0,N/A
20-Jan-17,77,10,4,W+,W,+,0,0,0,0,6,38
20-Jan-17,77,10,5,D+,D,+,0,0,0,0,6,17
20-Jan-17,77,10,6,W+,W,+,8.251535614,0.216071989,3.101329696,0.857,0.5,N/A
20-Jan-17,77,10,7,D+,D,+,0,0,0,0,6,44
20-Jan-17,77,10,8,D-,D,-,0,0,0,0,6,77
20-Jan-17,77,10,9,W+,W,+,0,0,0,0,6,66
20-Jan-17,77,10,10,D-,D,-,0.145090244,0.04366996,0.829926483,0,6,N/A
20-Jan-17,77,10,11,D-,D,-,0,0,0,0,6,70
20-Jan-17,77,10,12,W+,W,+,0,0,0,0,6,38
20-Jan-17,77,10,13,W+,W,+,0,0,0,0,6,57
20-Jan-17,77,10,14,W-,W,-,6.774171014,0.159653273,2.683173074,0.854,0,N/A
20-Jan-17,77,10,15,D-,D,-,0.441469134,0.011607639,0.206147839,0.1,3,N/A
20-Jan-17,77,10,16,W+,W,+,0,0,0,0,6,46
20-Jan-17,77,10,17,D+,D,+,0,0,0,0,6,47
20-Jan-17,77,10,18,D+,D,+,0,0,0,0,6,34
20-Jan-17,77,10,19,W-,W,-,1.983660943,0.036196731,0.743448034,0.839,0.5,N/A
20-Jan-17,77,10,20,D+,D,+,0,0,0,0,6,25
20-Jan-17,77,10,21,D-,D,-,0,0.030663727,0.644079764,0,6,N/A
20-Jan-17,77,10,22,W-,W,-,5.862141173,0.086028955,1.791128838,0.838,0,N/A
20-Jan-17,77,10,23,D+,D,+,0,0,0,0,6,34
20-Jan-17,77,10,24,D-,D,-,3.912957758,0.043350044,0.880953069,0.847,1,N/A
20-Jan-17,77,10,25,D-,D,-,0,0,0,0,6,66
