trip.site,taxa,abundance,site.year,site,location,trip,ec,trip.ec,l.context,site.type,wood.crop,veg,shrubs,trees,dom.under,canopy,soil,debris,flow.cov,canola.cov,dist,scdist,native.veg,ag.field,year,changeover,zone100,zone50,zone200,rich,shan,rare.rich,rare.shan
11bow1can1,wasp,0,1bow1can1,bow1can1,1bow,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,NA,NA,NA,NA
11bow1can2,bee,3,1bow1can2,bow1can2,1bow,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,1,0,1,0
11bow1can2,beetle,0,1bow1can2,bow1can2,1bow,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,NA,NA,NA,NA
11bow1can2,bug,0,1bow1can2,bow1can2,1bow,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,NA,NA,NA,NA
11bow1can2,fly,0,1bow1can2,bow1can2,1bow,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,NA,NA,NA,NA
11bow1can2,wasp,0,1bow1can2,bow1can2,1bow,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,NA,NA,NA,NA
11bow1e1,bee,4,1bow1e1,bow1e1,1bow,1,edge,1edge,canola,w,wood,YGJ,10,6,native forbs,high,0.5,0.4,0.12444,90,39.67,0.03967,3.353884,0.198596,1,yes,close,close,close,3,1.039720771,1.833333333,1.039720771
11bow1e1,beetle,0,1bow1e1,bow1e1,1bow,1,edge,1edge,canola,w,wood,YGJ,10,6,native forbs,high,0.5,0.4,0.12444,90,39.67,0.03967,3.353884,0.198596,1,yes,close,close,close,NA,NA,NA,NA
11bow1e1,bug,0,1bow1e1,bow1e1,1bow,1,edge,1edge,canola,w,wood,YGJ,10,6,native forbs,high,0.5,0.4,0.12444,90,39.67,0.03967,3.353884,0.198596,1,yes,close,close,close,NA,NA,NA,NA
11bow1e1,fly,1,1bow1e1,bow1e1,1bow,1,edge,1edge,canola,w,wood,YGJ,10,6,native forbs,high,0.5,0.4,0.12444,90,39.67,0.03967,3.353884,0.198596,1,yes,close,close,close,1,0,NA,NA
11bow1e1,wasp,0,1bow1e1,bow1e1,1bow,1,edge,1edge,canola,w,wood,YGJ,10,6,native forbs,high,0.5,0.4,0.12444,90,39.67,0.03967,3.353884,0.198596,1,yes,close,close,close,NA,NA,NA,NA
11bow1e2,bee,3,1bow1e2,bow1e2,1bow,1,edge,1edge,canola,w,wood,YGJ,12,6,native forbs,high,0.4,0.6,0.09778,90,28.76,0.02876,3.353884,0.198596,1,yes,close,close,close,1,0,1,0
11bow1e2,beetle,0,1bow1e2,bow1e2,1bow,1,edge,1edge,canola,w,wood,YGJ,12,6,native forbs,high,0.4,0.6,0.09778,90,28.76,0.02876,3.353884,0.198596,1,yes,close,close,close,NA,NA,NA,NA
11bow1e2,bug,0,1bow1e2,bow1e2,1bow,1,edge,1edge,canola,w,wood,YGJ,12,6,native forbs,high,0.4,0.6,0.09778,90,28.76,0.02876,3.353884,0.198596,1,yes,close,close,close,NA,NA,NA,NA
11bow1e2,fly,1,1bow1e2,bow1e2,1bow,1,edge,1edge,canola,w,wood,YGJ,12,6,native forbs,high,0.4,0.6,0.09778,90,28.76,0.02876,3.353884,0.198596,1,yes,close,close,close,1,0,NA,NA
11bow1e2,wasp,0,1bow1e2,bow1e2,1bow,1,edge,1edge,canola,w,wood,YGJ,12,6,native forbs,high,0.4,0.6,0.09778,90,28.76,0.02876,3.353884,0.198596,1,yes,close,close,close,NA,NA,NA,NA
11bunk1c1,bee,2,1bunk1c1,bunk1c1,1bun,1,core,1core,wheat,w,wood,YGJ,1,12,native forbs,mid,0.5,0.8,0.04889,NA,179.48,0.17948,0.55032,0.414213,1,yes,far,far,close,2,0.693147181,2,0.693147181
11bunk1c1,beetle,2,1bunk1c1,bunk1c1,1bun,1,core,1core,wheat,w,wood,YGJ,1,12,native forbs,mid,0.5,0.8,0.04889,NA,179.48,0.17948,0.55032,0.414213,1,yes,far,far,close,1,0,1,0
11bunk1c1,bug,0,1bunk1c1,bunk1c1,1bun,1,core,1core,wheat,w,wood,YGJ,1,12,native forbs,mid,0.5,0.8,0.04889,NA,179.48,0.17948,0.55032,0.414213,1,yes,far,far,close,NA,NA,NA,NA
11bunk1c1,fly,0,1bunk1c1,bunk1c1,1bun,1,core,1core,wheat,w,wood,YGJ,1,12,native forbs,mid,0.5,0.8,0.04889,NA,179.48,0.17948,0.55032,0.414213,1,yes,far,far,close,NA,NA,NA,NA
11bunk1c1,wasp,0,1bunk1c1,bunk1c1,1bun,1,core,1core,wheat,w,wood,YGJ,1,12,native forbs,mid,0.5,0.8,0.04889,NA,179.48,0.17948,0.55032,0.414213,1,yes,far,far,close,NA,NA,NA,NA
11bunk1e1,bee,6,1bunk1e1,bunk1e1,1bun,1,edge,1edge,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,3,1.098612289,1.8,1.098612289
11bunk1e1,beetle,0,1bunk1e1,bunk1e1,1bun,1,edge,1edge,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,NA,NA,NA,NA
11bunk1e1,bug,0,1bunk1e1,bunk1e1,1bun,1,edge,1edge,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,NA,NA,NA,NA
11bunk1e1,fly,4,1bunk1e1,bunk1e1,1bun,1,edge,1edge,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,2,0.562335145,1.5,0.562335145
11bunk1e1,wasp,0,1bunk1e1,bunk1e1,1bun,1,edge,1edge,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,NA,NA,NA,NA
11bunk1e2,bee,2,1bunk1e2,bunk1e2,1bun,1,edge,1edge,wheat,w,wood,YGJ,7,7,native forbs,mid,0.5,0.4,0.05778,NA,33.18,0.03318,0.55032,0.414213,1,yes,close,close,close,2,0.693147181,2,0.693147181
11bunk1e2,beetle,1,1bunk1e2,bunk1e2,1bun,1,edge,1edge,wheat,w,wood,YGJ,7,7,native forbs,mid,0.5,0.4,0.05778,NA,33.18,0.03318,0.55032,0.414213,1,yes,close,close,close,1,0,NA,NA
11bunk1e2,bug,0,1bunk1e2,bunk1e2,1bun,1,edge,1edge,wheat,w,wood,YGJ,7,7,native forbs,mid,0.5,0.4,0.05778,NA,33.18,0.03318,0.55032,0.414213,1,yes,close,close,close,NA,NA,NA,NA
11bunk1e2,fly,1,1bunk1e2,bunk1e2,1bun,1,edge,1edge,wheat,w,wood,YGJ,7,7,native forbs,mid,0.5,0.4,0.05778,NA,33.18,0.03318,0.55032,0.414213,1,yes,close,close,close,1,0,NA,NA
11bunk1e2,wasp,0,1bunk1e2,bunk1e2,1bun,1,edge,1edge,wheat,w,wood,YGJ,7,7,native forbs,mid,0.5,0.4,0.05778,NA,33.18,0.03318,0.55032,0.414213,1,yes,close,close,close,NA,NA,NA,NA
11jing1c1,bee,2,1jing1c1,jing1c1,1jin,1,core,1core,wheat,w,wood,YGJ,11,0,native forbs,low,0.5,0.2,0.16889,NA,53.51,0.05351,0.125447,9.805052,1,no,close,far,close,2,0.693147181,2,0.693147181
11jing1c1,beetle,0,1jing1c1,jing1c1,1jin,1,core,1core,wheat,w,wood,YGJ,11,0,native forbs,low,0.5,0.2,0.16889,NA,53.51,0.05351,0.125447,9.805052,1,no,close,far,close,NA,NA,NA,NA
11jing1c1,bug,0,1jing1c1,jing1c1,1jin,1,core,1core,wheat,w,wood,YGJ,11,0,native forbs,low,0.5,0.2,0.16889,NA,53.51,0.05351,0.125447,9.805052,1,no,close,far,close,NA,NA,NA,NA
11jing1c1,fly,0,1jing1c1,jing1c1,1jin,1,core,1core,wheat,w,wood,YGJ,11,0,native forbs,low,0.5,0.2,0.16889,NA,53.51,0.05351,0.125447,9.805052,1,no,close,far,close,NA,NA,NA,NA
11jing1c1,wasp,1,1jing1c1,jing1c1,1jin,1,core,1core,wheat,w,wood,YGJ,11,0,native forbs,low,0.5,0.2,0.16889,NA,53.51,0.05351,0.125447,9.805052,1,no,close,far,close,NA,NA,NA,NA
11jing1e1,bee,7,1jing1e1,jing1e1,1jin,1,edge,1edge,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,2,0.410116318,1.285714286,0.410116318
11jing1e1,beetle,0,1jing1e1,jing1e1,1jin,1,edge,1edge,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,NA,NA,NA,NA
11jing1e1,bug,0,1jing1e1,jing1e1,1jin,1,edge,1edge,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,NA,NA,NA,NA
11jing1e1,fly,1,1jing1e1,jing1e1,1jin,1,edge,1edge,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,0,NA,NA
11jing1e1,wasp,2,1jing1e1,jing1e1,1jin,1,edge,1edge,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,NA,NA,NA,NA
11jing1e2,bee,0,1jing1e2,jing1e2,1jin,1,edge,1edge,wheat,w,wood,YGJ,6,1,native forbs,low,0.5,0.2,0.13333,NA,37.25,0.03725,0.125447,9.805052,1,no,close,close,close,NA,NA,NA,NA
11jing1e2,beetle,1,1jing1e2,jing1e2,1jin,1,edge,1edge,wheat,w,wood,YGJ,6,1,native forbs,low,0.5,0.2,0.13333,NA,37.25,0.03725,0.125447,9.805052,1,no,close,close,close,1,0,NA,NA
11jing1e2,bug,0,1jing1e2,jing1e2,1jin,1,edge,1edge,wheat,w,wood,YGJ,6,1,native forbs,low,0.5,0.2,0.13333,NA,37.25,0.03725,0.125447,9.805052,1,no,close,close,close,NA,NA,NA,NA
11jing1e2,fly,3,1jing1e2,jing1e2,1jin,1,edge,1edge,wheat,w,wood,YGJ,6,1,native forbs,low,0.5,0.2,0.13333,NA,37.25,0.03725,0.125447,9.805052,1,no,close,close,close,2,0.636514168,1.666666667,0.636514168
11jing1e2,wasp,1,1jing1e2,jing1e2,1jin,1,edge,1edge,wheat,w,wood,YGJ,6,1,native forbs,low,0.5,0.2,0.13333,NA,37.25,0.03725,0.125447,9.805052,1,no,close,close,close,NA,NA,NA,NA
11lath1c1,bee,1,1lath1c1,lath1c1,1lat,1,core,1core,wheat,w,wood,YGJ,18,4,shrubs,mid,0.6,0.6,0.06222,NA,314.62,0.31462,0.636383,1.293927,1,yes,far,far,far,1,0,NA,NA
11lath1c1,beetle,0,1lath1c1,lath1c1,1lat,1,core,1core,wheat,w,wood,YGJ,18,4,shrubs,mid,0.6,0.6,0.06222,NA,314.62,0.31462,0.636383,1.293927,1,yes,far,far,far,NA,NA,NA,NA
11lath1c1,bug,3,1lath1c1,lath1c1,1lat,1,core,1core,wheat,w,wood,YGJ,18,4,shrubs,mid,0.6,0.6,0.06222,NA,314.62,0.31462,0.636383,1.293927,1,yes,far,far,far,NA,NA,NA,NA
11lath1c1,fly,0,1lath1c1,lath1c1,1lat,1,core,1core,wheat,w,wood,YGJ,18,4,shrubs,mid,0.6,0.6,0.06222,NA,314.62,0.31462,0.636383,1.293927,1,yes,far,far,far,NA,NA,NA,NA
11lath1c1,wasp,1,1lath1c1,lath1c1,1lat,1,core,1core,wheat,w,wood,YGJ,18,4,shrubs,mid,0.6,0.6,0.06222,NA,314.62,0.31462,0.636383,1.293927,1,yes,far,far,far,NA,NA,NA,NA
11lath1e1,bee,1,1lath1e1,lath1e1,1lat,1,edge,1edge,wheat,w,wood,YGJ,9,2,native forbs,low,0.5,0.2,0.04444,NA,51.67,0.05167,0.636383,1.293927,1,yes,close,far,close,1,0,NA,NA
11lath1e1,beetle,1,1lath1e1,lath1e1,1lat,1,edge,1edge,wheat,w,wood,YGJ,9,2,native forbs,low,0.5,0.2,0.04444,NA,51.67,0.05167,0.636383,1.293927,1,yes,close,far,close,1,0,NA,NA
11lath1e1,bug,0,1lath1e1,lath1e1,1lat,1,edge,1edge,wheat,w,wood,YGJ,9,2,native forbs,low,0.5,0.2,0.04444,NA,51.67,0.05167,0.636383,1.293927,1,yes,close,far,close,NA,NA,NA,NA
11lath1e1,fly,1,1lath1e1,lath1e1,1lat,1,edge,1edge,wheat,w,wood,YGJ,9,2,native forbs,low,0.5,0.2,0.04444,NA,51.67,0.05167,0.636383,1.293927,1,yes,close,far,close,1,0,NA,NA
11lath1e1,wasp,1,1lath1e1,lath1e1,1lat,1,edge,1edge,wheat,w,wood,YGJ,9,2,native forbs,low,0.5,0.2,0.04444,NA,51.67,0.05167,0.636383,1.293927,1,yes,close,far,close,NA,NA,NA,NA
11lath1e2,bee,1,1lath1e2,lath1e2,1lat,1,edge,1edge,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.04444,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,1,0,NA,NA
11lath1e2,beetle,3,1lath1e2,lath1e2,1lat,1,edge,1edge,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.04444,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,1,0,1,0
11lath1e2,bug,1,1lath1e2,lath1e2,1lat,1,edge,1edge,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.04444,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,NA,NA,NA,NA
11lath1e2,fly,0,1lath1e2,lath1e2,1lat,1,edge,1edge,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.04444,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,NA,NA,NA,NA
11lath1e2,wasp,0,1lath1e2,lath1e2,1lat,1,edge,1edge,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.04444,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,NA,NA,NA,NA
11luck1c1,bee,0,1luck1c1,luck1c1,1luc,1,core,1core,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.05333,100,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
11luck1c1,beetle,0,1luck1c1,luck1c1,1luc,1,core,1core,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.05333,100,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
11luck1c1,bug,0,1luck1c1,luck1c1,1luc,1,core,1core,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.05333,100,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
11luck1c1,fly,0,1luck1c1,luck1c1,1luc,1,core,1core,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.05333,100,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
11luck1c1,wasp,1,1luck1c1,luck1c1,1luc,1,core,1core,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.05333,100,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
11luck1c2,bee,1,1luck1c2,luck1c2,1luc,1,core,1core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04889,100,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,1,0,NA,NA
11luck1c2,beetle,2,1luck1c2,luck1c2,1luc,1,core,1core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04889,100,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,2,0.693147181,2,0.693147181
11luck1c2,bug,0,1luck1c2,luck1c2,1luc,1,core,1core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04889,100,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
11luck1c2,fly,1,1luck1c2,luck1c2,1luc,1,core,1core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04889,100,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,1,0,NA,NA
11luck1c2,wasp,0,1luck1c2,luck1c2,1luc,1,core,1core,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04889,100,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,NA,NA,NA,NA
11luck1can1,bee,1,1luck1can1,luck1can1,1luc,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,0,NA,NA
11luck1can1,bee,1,1luck1can1,luck1can1,1luc,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,0,NA,NA
11luck1can1,beetle,4,1luck1can1,luck1can1,1luc,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,0,1,0
11luck1can1,beetle,4,1luck1can1,luck1can1,1luc,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,0,1,0
11luck1can1,bug,0,1luck1can1,luck1can1,1luc,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
11luck1can1,bug,0,1luck1can1,luck1can1,1luc,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
11luck1can1,fly,0,1luck1can1,luck1can1,1luc,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
11luck1can1,fly,0,1luck1can1,luck1can1,1luc,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
11luck1can1,wasp,1,1luck1can1,luck1can1,1luc,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
11luck1can1,wasp,1,1luck1can1,luck1can1,1luc,1,crop,1crop,canola,w,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
11luck1can2,bee,0,1luck1can2,luck1can2,1luc,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
11luck1can2,beetle,4,1luck1can2,luck1can2,1luc,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,0,1,0
11luck1can2,bug,0,1luck1can2,luck1can2,1luc,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
11luck1can2,fly,0,1luck1can2,luck1can2,1luc,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
11luck1can2,wasp,1,1luck1can2,luck1can2,1luc,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,NA,NA,NA,NA
11luck1e1,bee,2,1luck1e1,luck1e1,1luc,1,edge,1edge,canola,w,wood,YGJ,3,17,native forbs,mid,0.4,0.4,0.05778,100,20.4,0.0204,0.124233,2.635954,1,no,close,close,close,2,0.693147181,2,0.693147181
11luck1e1,beetle,0,1luck1e1,luck1e1,1luc,1,edge,1edge,canola,w,wood,YGJ,3,17,native forbs,mid,0.4,0.4,0.05778,100,20.4,0.0204,0.124233,2.635954,1,no,close,close,close,NA,NA,NA,NA
11luck1e1,bug,2,1luck1e1,luck1e1,1luc,1,edge,1edge,canola,w,wood,YGJ,3,17,native forbs,mid,0.4,0.4,0.05778,100,20.4,0.0204,0.124233,2.635954,1,no,close,close,close,NA,NA,NA,NA
11luck1e1,fly,0,1luck1e1,luck1e1,1luc,1,edge,1edge,canola,w,wood,YGJ,3,17,native forbs,mid,0.4,0.4,0.05778,100,20.4,0.0204,0.124233,2.635954,1,no,close,close,close,NA,NA,NA,NA
11luck1e1,wasp,2,1luck1e1,luck1e1,1luc,1,edge,1edge,canola,w,wood,YGJ,3,17,native forbs,mid,0.4,0.4,0.05778,100,20.4,0.0204,0.124233,2.635954,1,no,close,close,close,NA,NA,NA,NA
11mol1c1,bee,3,1mol1c1,mol1c1,1mol,1,core,1core,canola,w,wood,YGJ,1,6,native forbs,low,0.4,0.6,0.15111,90,115.81,0.11581,1.160919,0.304636,1,no,far,far,close,3,1.098612289,2,1.098612289
11mol1c1,beetle,1,1mol1c1,mol1c1,1mol,1,core,1core,canola,w,wood,YGJ,1,6,native forbs,low,0.4,0.6,0.15111,90,115.81,0.11581,1.160919,0.304636,1,no,far,far,close,1,0,NA,NA
11mol1c1,bug,0,1mol1c1,mol1c1,1mol,1,core,1core,canola,w,wood,YGJ,1,6,native forbs,low,0.4,0.6,0.15111,90,115.81,0.11581,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
11mol1c1,fly,1,1mol1c1,mol1c1,1mol,1,core,1core,canola,w,wood,YGJ,1,6,native forbs,low,0.4,0.6,0.15111,90,115.81,0.11581,1.160919,0.304636,1,no,far,far,close,1,0,NA,NA
11mol1c1,wasp,0,1mol1c1,mol1c1,1mol,1,core,1core,canola,w,wood,YGJ,1,6,native forbs,low,0.4,0.6,0.15111,90,115.81,0.11581,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
11mol1c2,bee,2,1mol1c2,mol1c2,1mol,1,core,1core,canola,w,wood,YGJ,10,5,native forbs,mid,0.4,0.6,0.12889,90,125.19,0.12519,1.160919,0.304636,1,no,far,far,close,2,0.693147181,2,0.693147181
11mol1c2,beetle,2,1mol1c2,mol1c2,1mol,1,core,1core,canola,w,wood,YGJ,10,5,native forbs,mid,0.4,0.6,0.12889,90,125.19,0.12519,1.160919,0.304636,1,no,far,far,close,1,0,1,0
11mol1c2,bug,0,1mol1c2,mol1c2,1mol,1,core,1core,canola,w,wood,YGJ,10,5,native forbs,mid,0.4,0.6,0.12889,90,125.19,0.12519,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
11mol1c2,fly,0,1mol1c2,mol1c2,1mol,1,core,1core,canola,w,wood,YGJ,10,5,native forbs,mid,0.4,0.6,0.12889,90,125.19,0.12519,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
11mol1c2,wasp,0,1mol1c2,mol1c2,1mol,1,core,1core,canola,w,wood,YGJ,10,5,native forbs,mid,0.4,0.6,0.12889,90,125.19,0.12519,1.160919,0.304636,1,no,far,far,close,NA,NA,NA,NA
11mol1can1,bee,6,1mol1can1,mol1can1,1mol,1,crop,1crop,canola,c,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,1.160919,0.304636,1,no,NA,NA,NA,1,0,1,0
