insectID,site,trip.site,location,taxa,trip,ec,trip.ec,morpho,new.morpho,toby.morpho,morpho.order,family,genus,species,sex,l.context,site.type,wood.crop,veg,shrubs,trees,dom.under,canopy,soil,debris,flow.cov,canola.cov,dist,scdist,native.veg,ag.field,year,changeover,zone100,zone50,zone200,freq,Species,Simp
1Bow1C2fly1,1bow1c2,11bow1c2,1bow,fly,1,core,1core,HF,HF SMALL,MHF,43,Muscidae,Musca,NA,U,canola,w,wood,YGJ,8,10,native forbs,mid,0.35,0.4,0.06667,90,178.7,0.1787,3.353884,0.198596,1,yes,far,far,close,1,Muscidae sp1,Musc
1Bow1C2wasp1,1bow1c2,11bow1c2,1bow,bee,1,core,1core,Neo,Neo,Neo,3,Colletidae,Neopasiphae,NA,F,canola,w,wood,YGJ,8,10,native forbs,mid,0.35,0.4,0.06667,90,178.7,0.1787,3.353884,0.198596,1,yes,far,far,close,1,Neopasiphae mirabills,Neo
1Bow1CAN1bee1,1bow1can1,11bow1can1,1bow,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Bow1CAN1bee2,1bow1can1,11bow1can1,1bow,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Bow1CAN1bee3,1bow1can1,11bow1can1,1bow,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Bow1CAN1bee4,1bow1can1,11bow1can1,1bow,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Bow1CAN1bee5,1bow1can1,11bow1can1,1bow,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Bow1CAN2bee1,1bow1can2,11bow1can2,1bow,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Bow1CAN2bee2,1bow1can2,11bow1can2,1bow,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Bow1CAN2bee3,1bow1can2,11bow1can2,1bow,bee,1,crop,1crop,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,crop,canola,0,0,crop,low,0,0,0.9,90,NA,NA,3.353884,0.198596,1,no,NA,NA,NA,1,Apis mellifera,Apis
1Bow1E1bee1,1bow1e1,11bow1e1,1bow,bee,1,edge,1edge,4,4d,4,9,Colletidae,NA,NA,M,canola,w,wood,YGJ,10,6,native forbs,high,0.5,0.4,0.12444,90,39.67,0.03967,3.353884,0.198596,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Bow1E1bee2,1bow1e1,11bow1e1,1bow,bee,1,edge,1edge,1,1,16,11,Colletidae,Leoproctus,NA,M,canola,w,wood,YGJ,10,6,native forbs,high,0.5,0.4,0.12444,90,39.67,0.03967,3.353884,0.198596,1,yes,close,close,close,1,Leioproctus sp22,Leio22
1Bow1E1bee3,1bow1e1,11bow1e1,1bow,bee,1,edge,1edge,1,1,16,11,Colletidae,Leoproctus,NA,M,canola,w,wood,YGJ,10,6,native forbs,high,0.5,0.4,0.12444,90,39.67,0.03967,3.353884,0.198596,1,yes,close,close,close,1,Leioproctus sp22,Leio22
1Bow1E1fly1,1bow1e1,11bow1e1,1bow,fly,1,edge,1edge,HF,MHF,MHF,43,Muscidae,Musca,NA,U,canola,w,wood,YGJ,10,6,native forbs,high,0.5,0.4,0.12444,90,39.67,0.03967,3.353884,0.198596,1,yes,close,close,close,1,Muscidae sp1,Musc
1Bow1E1wasp1,1bow1e1,11bow1e1,1bow,bee,1,edge,1edge,Neo,Neo,Neo,3,Colletidae,Neopasiphae,NA,F,canola,w,wood,YGJ,10,6,native forbs,high,0.5,0.4,0.12444,90,39.67,0.03967,3.353884,0.198596,1,yes,close,close,close,1,Neopasiphae mirabills,Neo
1Bow1E2fly1,1bow1e2,11bow1e2,1bow,fly,1,edge,1edge,HF,HF SMALL,MHF,43,Muscidae,Musca,NA,U,canola,w,wood,YGJ,12,6,native forbs,high,0.4,0.6,0.09778,90,28.76,0.02876,3.353884,0.198596,1,yes,close,close,close,1,Muscidae sp1,Musc
1Bow1E2wasp1,1bow1e2,11bow1e2,1bow,bee,1,edge,1edge,Neo,Neo2,Neo,3,Colletidae,Neopasiphae,NA,F,canola,w,wood,YGJ,12,6,native forbs,high,0.4,0.6,0.09778,90,28.76,0.02876,3.353884,0.198596,1,yes,close,close,close,1,Neopasiphae mirabills,Neo
1Bow1E2wasp2,1bow1e2,11bow1e2,1bow,bee,1,edge,1edge,Neo,Neo,Neo,3,Colletidae,Neopasiphae,NA,F,canola,w,wood,YGJ,12,6,native forbs,high,0.4,0.6,0.09778,90,28.76,0.02876,3.353884,0.198596,1,yes,close,close,close,1,Neopasiphae mirabills,Neo
1Bow1E2wasp3,1bow1e2,11bow1e2,1bow,bee,1,edge,1edge,Neo,Neo,Neo,3,Colletidae,Neopasiphae,NA,F,canola,w,wood,YGJ,12,6,native forbs,high,0.4,0.6,0.09778,90,28.76,0.02876,3.353884,0.198596,1,yes,close,close,close,1,Neopasiphae mirabills,Neo
1Bunk1C1bee1,1bunk1c1,11bunk1c1,1bun,bee,1,core,1core,2,2,2,25,Halictidae,Lasioglossum,NA,F,wheat,w,wood,YGJ,1,12,native forbs,mid,0.5,0.8,0.04889,NA,179.48,0.17948,0.55032,0.414213,1,yes,far,far,close,1,Leioproctus sp21,Leio21
1Bunk1C1bee2,1bunk1c1,11bunk1c1,1bun,bee,1,core,1core,4,4d,4,9,Colletidae,NA,NA,M,wheat,w,wood,YGJ,1,12,native forbs,mid,0.5,0.8,0.04889,NA,179.48,0.17948,0.55032,0.414213,1,yes,far,far,close,1,Leioproctus sp15,Leio15
1Bunk1C1beetle1,1bunk1c1,11bunk1c1,1bun,beetle,1,core,1core,OB,OB,OB,32,OB,NA,NA,U,wheat,w,wood,YGJ,1,12,native forbs,mid,0.5,0.8,0.04889,NA,179.48,0.17948,0.55032,0.414213,1,yes,far,far,close,1,Melyridae sp1,Mel1
1Bunk1C1beetle2,1bunk1c1,11bunk1c1,1bun,beetle,1,core,1core,OB,OB,OB,32,OB,NA,NA,U,wheat,w,wood,YGJ,1,12,native forbs,mid,0.5,0.8,0.04889,NA,179.48,0.17948,0.55032,0.414213,1,yes,far,far,close,1,Melyridae sp1,Mel1
1Bunk1E1bee1,1bunk1e1,11bunk1e1,1bun,bee,1,edge,1edge,2,2,2,25,Halictidae,Lasioglossum,NA,F,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,1,Leioproctus sp21,Leio21
1Bunk1E1bee2,1bunk1e1,11bunk1e1,1bun,bee,1,edge,1edge,4,4d,4,9,Colletidae,NA,NA,M,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Bunk1E1bee3,1bunk1e1,11bunk1e1,1bun,bee,1,edge,1edge,2,2,2,25,Halictidae,Lasioglossum,NA,F,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,1,Leioproctus sp21,Leio21
1Bunk1E1bee4,1bunk1e1,11bunk1e1,1bun,bee,1,edge,1edge,4,4d,4,9,Colletidae,NA,NA,M,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Bunk1E1bee5,1bunk1e1,11bunk1e1,1bun,bee,1,edge,1edge,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,1,Apis mellifera,Apis
1Bunk1E1bee6,1bunk1e1,11bunk1e1,1bun,bee,1,edge,1edge,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,1,Apis mellifera,Apis
1Bunk1E1fly1,1bunk1e1,11bunk1e1,1bun,fly,1,edge,1edge,HvF,FHF,FHF,42,Bombyliidae,NA,NA,U,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,1,Calliphoridae sp1,BF2
1Bunk1E1fly2,1bunk1e1,11bunk1e1,1bun,fly,1,edge,1edge,HF,HF SMALL,MHF,43,Muscidae,Musca,NA,U,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,1,Muscidae sp1,Musc
1Bunk1E1fly3,1bunk1e1,11bunk1e1,1bun,fly,1,edge,1edge,HF,HF SMALL,MHF,43,Muscidae,Musca,NA,U,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,1,Muscidae sp1,Musc
1Bunk1E1fly4,1bunk1e1,11bunk1e1,1bun,fly,1,edge,1edge,HF,HF SMALL,MHF,43,Muscidae,Musca,NA,U,wheat,w,wood,YGJ,4,5,native forbs,mid,0.6,0.8,0.08811,NA,47.83,0.04783,0.55032,0.414213,1,yes,close,close,close,1,Muscidae sp1,Musc
1Bunk1E2bee1,1bunk1e2,11bunk1e2,1bun,bee,1,edge,1edge,16,16,16,10,Colletidae,NA,NA,M,wheat,w,wood,YGJ,7,7,native forbs,mid,0.5,0.4,0.05778,NA,33.18,0.03318,0.55032,0.414213,1,yes,close,close,close,1,Leioproctus sp22,Leio22
1Bunk1E2bee2,1bunk1e2,11bunk1e2,1bun,bee,1,edge,1edge,4,4b,4,9,Colletidae,NA,NA,M,wheat,w,wood,YGJ,7,7,native forbs,mid,0.5,0.4,0.05778,NA,33.18,0.03318,0.55032,0.414213,1,yes,close,close,close,1,Leioproctus sp15,Leio15
1Bunk1E2beetle1,1bunk1e2,11bunk1e2,1bun,beetle,1,edge,1edge,OB,OB,OB,32,OB,NA,NA,U,wheat,w,wood,YGJ,7,7,native forbs,mid,0.5,0.4,0.05778,NA,33.18,0.03318,0.55032,0.414213,1,yes,close,close,close,1,Melyridae sp1,Mel1
1Bunk1E2fly1,1bunk1e2,11bunk1e2,1bun,fly,1,edge,1edge,HvF,HF SMALL,MHF,42,Bombyliidae,NA,NA,U,wheat,w,wood,YGJ,7,7,native forbs,mid,0.5,0.4,0.05778,NA,33.18,0.03318,0.55032,0.414213,1,yes,close,close,close,1,Muscidae sp1,Musc
1Jing1C1bee1,1jing1c1,11jing1c1,1jin,bee,1,core,1core,12,12,12,18,Colletidae,NA,NA,F,wheat,w,wood,YGJ,11,0,native forbs,low,0.5,0.2,0.16889,NA,53.51,0.05351,0.125447,9.805052,1,no,close,far,close,1,Leioproctus sp2,Leio2
1Jing1C1bee2,1jing1c1,11jing1c1,1jin,bee,1,core,1core,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,11,0,native forbs,low,0.5,0.2,0.16889,NA,53.51,0.05351,0.125447,9.805052,1,no,close,far,close,1,Apis mellifera,Apis
1Jing1C1wasp1,1jing1c1,11jing1c1,1jin,wasp,1,core,1core,Wasp3,Wasp3,Wasp3,29,41,NA,NA,U,wheat,w,wood,YGJ,11,0,native forbs,low,0.5,0.2,0.16889,NA,53.51,0.05351,0.125447,9.805052,1,no,close,far,close,1,Hymenoptera wasp3,Wasp3
1Jing1E1bee1,1jing1e1,11jing1e1,1jin,bee,1,edge,1edge,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,Apis mellifera,Apis
1Jing1E1bee2,1jing1e1,11jing1e1,1jin,bee,1,edge,1edge,34,34,34,17,Colletidae,NA,NA,F,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,Leioproctus sp9,Leio9
1Jing1E1bee3,1jing1e1,11jing1e1,1jin,bee,1,edge,1edge,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,Apis mellifera,Apis
1Jing1E1bee4,1jing1e1,11jing1e1,1jin,bee,1,edge,1edge,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,Apis mellifera,Apis
1Jing1E1bee5,1jing1e1,11jing1e1,1jin,bee,1,edge,1edge,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,Apis mellifera,Apis
1Jing1E1bee6,1jing1e1,11jing1e1,1jin,bee,1,edge,1edge,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,Apis mellifera,Apis
1Jing1E1bee7,1jing1e1,11jing1e1,1jin,bee,1,edge,1edge,HB,HB,HB,1,Apidae,Apis,mellifera,F,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,Apis mellifera,Apis
1Jing1E1fly1,1jing1e1,11jing1e1,1jin,fly,1,edge,1edge,HF,MHF,MHF,43,Muscidae,Musca,NA,U,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,Muscidae sp1,Musc
1Jing1E1wasp1,1jing1e1,11jing1e1,1jin,wasp,1,edge,1edge,Wasp3,Wasp3,Wasp3,29,41,NA,NA,U,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,Hymenoptera wasp3,Wasp3
1Jing1E1wasp2,1jing1e1,11jing1e1,1jin,wasp,1,edge,1edge,Wasp3,Wasp3,Wasp3,29,41,NA,NA,U,wheat,w,wood,YGJ,5,3,native forbs,low,0.2,0.2,0.16889,NA,57.9,0.0579,0.125447,9.805052,1,no,close,far,close,1,Hymenoptera wasp3,Wasp3
1Jing1E2beetle1,1jing1e2,11jing1e2,1jin,beetle,1,edge,1edge,CB,CB,CB,33,Elateridae,NA,NA,U,wheat,w,wood,YGJ,6,1,native forbs,low,0.5,0.2,0.13333,NA,37.25,0.03725,0.125447,9.805052,1,no,close,close,close,1,Elateridae sp1,CB
1Jing1E2fly1,1jing1e2,11jing1e2,1jin,fly,1,edge,1edge,HF,FHF,FHF,43,Muscidae,Musca,NA,U,wheat,w,wood,YGJ,6,1,native forbs,low,0.5,0.2,0.13333,NA,37.25,0.03725,0.125447,9.805052,1,no,close,close,close,1,Calliphoridae sp1,BF2
1Jing1E2fly2,1jing1e2,11jing1e2,1jin,fly,1,edge,1edge,SF,SF2,SF,41,Syrphidae,NA,NA,U,wheat,w,wood,YGJ,6,1,native forbs,low,0.5,0.2,0.13333,NA,37.25,0.03725,0.125447,9.805052,1,no,close,close,close,1,Melangyna collatus complex,SF
1Jing1E2fly3,1jing1e2,11jing1e2,1jin,fly,1,edge,1edge,SF,SF2,SF,41,Syrphidae,NA,NA,U,wheat,w,wood,YGJ,6,1,native forbs,low,0.5,0.2,0.13333,NA,37.25,0.03725,0.125447,9.805052,1,no,close,close,close,1,Melangyna collatus complex,SF
1Jing1E2wasp1,1jing1e2,11jing1e2,1jin,wasp,1,edge,1edge,Wasp3,Wasp3,Wasp3,29,41,NA,NA,U,wheat,w,wood,YGJ,6,1,native forbs,low,0.5,0.2,0.13333,NA,37.25,0.03725,0.125447,9.805052,1,no,close,close,close,1,Hymenoptera wasp3,Wasp3
1Lacth1C1fly2,1lath1c1,11lath1c1,1lat,fly,1,core,1core,TF,TF,AP,44,Tiny fly,NA,NA,U,wheat,w,wood,YGJ,18,4,shrubs,mid,0.6,0.6,0.06222,NA,314.62,0.31462,0.636383,1.293927,1,yes,far,far,far,1,Aphoideae sp1,Aphid
1Lath1C1bee2,1lath1c1,11lath1c1,1lat,bee,1,core,1core,32,32,32,19,Colletidae,NA,NA,M,wheat,w,wood,YGJ,18,4,shrubs,mid,0.6,0.6,0.06222,NA,314.62,0.31462,0.636383,1.293927,1,yes,far,far,far,1,Leioproctus sp1,Leio1
1Lath1C1fly3,1lath1c1,11lath1c1,1lat,fly,1,core,1core,TF,TF,AP,44,Tiny fly,NA,NA,U,wheat,w,wood,YGJ,18,4,shrubs,mid,0.6,0.6,0.06222,NA,314.62,0.31462,0.636383,1.293927,1,yes,far,far,far,1,Aphoideae sp1,Aphid
1Lath1C1fly4,1lath1c1,11lath1c1,1lat,fly,1,core,1core,TF,TF,AP,44,Tiny fly,NA,NA,U,wheat,w,wood,YGJ,18,4,shrubs,mid,0.6,0.6,0.06222,NA,314.62,0.31462,0.636383,1.293927,1,yes,far,far,far,1,Aphoideae sp1,Aphid
1Lath1C1wasp1,1lath1c1,11lath1c1,1lat,wasp,1,core,1core,IW,IW,IW,26,Ichneumonidae,NA,NA,U,wheat,w,wood,YGJ,18,4,shrubs,mid,0.6,0.6,0.06222,NA,314.62,0.31462,0.636383,1.293927,1,yes,far,far,far,1,Ichneumonidae sp1,IW
1Lath1E1bee1,1lath1e1,11lath1e1,1lat,bee,1,edge,1edge,31,31,38,20,Colletidae,NA,NA,M,wheat,w,wood,YGJ,9,2,native forbs,low,0.5,0.2,0.04444,NA,51.67,0.05167,0.636383,1.293927,1,yes,close,far,close,1,Hylaeus desertoris,H.des
1Lath1E1beetle1,1lath1e1,11lath1e1,1lat,beetle,1,edge,1edge,CB,CB,CB,33,Elateridae,NA,NA,U,wheat,w,wood,YGJ,9,2,native forbs,low,0.5,0.2,0.04444,NA,51.67,0.05167,0.636383,1.293927,1,yes,close,far,close,1,Elateridae sp1,CB
1Lath1E1fly1,1lath1e1,11lath1e1,1lat,fly,1,edge,1edge,SF,SF1,SF,41,Syrphidae,NA,NA,U,wheat,w,wood,YGJ,9,2,native forbs,low,0.5,0.2,0.04444,NA,51.67,0.05167,0.636383,1.293927,1,yes,close,far,close,1,Melangyna collatus complex,SF
1Lath1E1wasp1,1lath1e1,11lath1e1,1lat,wasp,1,edge,1edge,IW,IW,IW,26,Ichneumonidae,NA,NA,U,wheat,w,wood,YGJ,9,2,native forbs,low,0.5,0.2,0.04444,NA,51.67,0.05167,0.636383,1.293927,1,yes,close,far,close,1,Ichneumonidae sp1,IW
1Lath1E2bee1,1lath1e2,11lath1e2,1lat,bee,1,edge,1edge,2,2,2,25,Halictidae,Lasioglossum,NA,F,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.04444,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,1,Leioproctus sp21,Leio21
1Lath1E2beetle1,1lath1e2,11lath1e2,1lat,beetle,1,edge,1edge,BB,BB,BBB,38,Black,NA,NA,U,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.04444,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,1,Phlogistus sp2,Phlo2
1Lath1E2beetle2,1lath1e2,11lath1e2,1lat,beetle,1,edge,1edge,BB,BB,BBB,38,Black,NA,NA,U,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.04444,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,1,Phlogistus sp2,Phlo2
1Lath1E2beetle3,1lath1e2,11lath1e2,1lat,beetle,1,edge,1edge,BB,BB,BBB,38,Black,NA,NA,U,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.04444,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,1,Phlogistus sp2,Phlo2
1Lath1E2fly1,1lath1e2,11lath1e2,1lat,fly,1,edge,1edge,TF,TF,AP,44,Tiny fly,NA,NA,U,wheat,w,wood,YGJ,12,4,native forbs,mid,0.6,0.6,0.04444,NA,99.82,0.09982,0.636383,1.293927,1,yes,close,far,close,1,Aphoideae sp1,Aphid
1Luck1C1wasp1,1luck1c1,11luck1c1,1luc,wasp,1,core,1core,IW,IW,IW,26,Ichneumonidae,NA,NA,U,canola,w,wood,YGJ,6,20,native forbs,mid,0.6,0.4,0.05333,100,126.25,0.12625,0.124233,2.635954,1,no,far,far,close,1,Ichneumonidae sp1,IW
1Luck1C2bee1,1luck1c2,11luck1c2,1luc,bee,1,core,1core,HB,HB,HB,1,Apidae,Apis,mellifera,F,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04889,100,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,1,Apis mellifera,Apis
1Luck1C2beetle1,1luck1c2,11luck1c2,1luc,beetle,1,core,1core,TBB,TBB,LBB,37,Tiny black,NA,NA,U,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04889,100,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,1,Dermestidae sp1,Derm1
1Luck1C2beetle2,1luck1c2,11luck1c2,1luc,beetle,1,core,1core,GB,GB,GB,NA,,,,,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04889,100,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,1,Phlogistus sp1,Phlo1
1Luck1C2fly1,1luck1c2,11luck1c2,1luc,fly,1,core,1core,Mos,Mos2,Mos,NA,,,,,canola,w,wood,YGJ,6,9,native forbs,high,0.5,0.2,0.04889,100,105.62,0.10562,0.124233,2.635954,1,no,far,far,close,1,Culicidae sp1,Mos
1Luck1CAN1beetle1,1luck1can1,11luck1can1,1luc,beetle,1,crop,1crop,SB,SB,SB,36,Scarabaeidae,Heteronychus,arator,U,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,Liparetrus lepidopygus,SB
1Luck1CAN1beetle2,1luck1can1,11luck1can1,1luc,beetle,1,crop,1crop,SB,SB,SB,36,Scarabaeidae,Heteronychus,arator,U,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,Liparetrus lepidopygus,SB
1Luck1CAN1beetle3,1luck1can1,11luck1can1,1luc,beetle,1,crop,1crop,SB,SB,SB,36,Scarabaeidae,Heteronychus,arator,U,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,Liparetrus lepidopygus,SB
1Luck1CAN1beetle4,1luck1can1,11luck1can1,1luc,beetle,1,crop,1crop,SB,SB,SB,36,Scarabaeidae,Heteronychus,arator,U,canola,c,crop,canola,0,0,crop,low,0,0,1,100,NA,NA,0.124233,2.635954,1,no,NA,NA,NA,1,Liparetrus lepidopygus,SB
